Equipment;Familly;Category;Event;From;To;duration
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;16.05.2025 21:00;17.05.2025 0:30;3,5
Prakla №1_ KATCO;use;WAITING;ППР;16.05.2025 20:00;16.05.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;16.05.2025 19:30;16.05.2025 20:00;0,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;16.05.2025 18:30;16.05.2025 19:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;16.05.2025 9:00;16.05.2025 18:30;9,5
Prakla №1_ KATCO;use;WAITING;ППР;16.05.2025 8:00;16.05.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;16.05.2025 5:30;16.05.2025 8:00;2,5
Prakla №1_ KATCO;use;DRILLING;Пилотное бурение;16.05.2025 1:00;16.05.2025 5:30;4,5
Prakla №1_ KATCO;standBy;WAITING;Обед;16.05.2025 0:00;16.05.2025 1:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;15.05.2025 23:00;16.05.2025 0:00;1
Prakla №1_ KATCO;standBy;SB_WAITING_FOR_EQUIPMENT;Ожидание трактора;15.05.2025 21:00;15.05.2025 23:00;2
Prakla №1_ KATCO;use;WAITING;ППР;15.05.2025 20:00;15.05.2025 21:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;15.05.2025 19:00;15.05.2025 20:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;15.05.2025 16:30;15.05.2025 19:00;2,5
Prakla №1_ KATCO;use;LEVELLING;Планировка под агрегат;15.05.2025 15:00;15.05.2025 16:30;1,5
Prakla №1_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;15.05.2025 13:30;15.05.2025 15:00;1,5
Prakla №1_ KATCO;standBy;WAITING;Обед;15.05.2025 12:30;15.05.2025 13:30;1
Prakla №1_ KATCO;use;LOGGING;Каротаж фазы 1;15.05.2025 10:00;15.05.2025 12:30;2,5
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;15.05.2025 9:00;15.05.2025 10:00;1
Prakla №1_ KATCO;use;WAITING;ППР;15.05.2025 8:00;15.05.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;15.05.2025 4:30;15.05.2025 8:00;3,5
Prakla №1_ KATCO;use;DRILLING;Промывка ствола скважины;15.05.2025 3:30;15.05.2025 4:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;14.05.2025 15:30;15.05.2025 3:30;12
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;14.05.2025 14:00;14.05.2025 15:30;1,5
Prakla №1_ KATCO;standBy;WAITING;Обед;14.05.2025 13:00;14.05.2025 14:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;14.05.2025 11:00;14.05.2025 13:00;2
Prakla №1_ KATCO;repair;REPAIR;Ремонт;14.05.2025 9:00;14.05.2025 11:00;2
Prakla №1_ KATCO;use;WAITING;ППР;14.05.2025 8:00;14.05.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;14.05.2025 3:30;14.05.2025 8:00;4,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;14.05.2025 2:30;14.05.2025 3:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;13.05.2025 20:30;14.05.2025 2:30;6
Prakla №1_ KATCO;use;WAITING;ППР;13.05.2025 20:00;13.05.2025 20:30;0,5
Prakla №1_ KATCO;use;;Дополнительные работы;13.05.2025 19:00;13.05.2025 20:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;13.05.2025 18:30;13.05.2025 19:00;0,5
Prakla №1_ KATCO;use;;Дополнительные работы;13.05.2025 17:30;13.05.2025 18:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;13.05.2025 13:30;13.05.2025 17:30;4
Prakla №1_ KATCO;standBy;WAITING;Обед;13.05.2025 12:30;13.05.2025 13:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;13.05.2025 9:00;13.05.2025 12:30;3,5
Prakla №1_ KATCO;use;WAITING;ППР;13.05.2025 8:00;13.05.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;13.05.2025 6:00;13.05.2025 8:00;2
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;13.05.2025 4:30;13.05.2025 6:00;1,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;13.05.2025 1:00;13.05.2025 4:30;3,5
Prakla №1_ KATCO;standBy;WAITING;Обед;13.05.2025 0:30;13.05.2025 1:00;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;12.05.2025 22:30;13.05.2025 0:30;2
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;12.05.2025 21:00;12.05.2025 22:30;1,5
Prakla №1_ KATCO;use;WAITING;ППР;12.05.2025 20:00;12.05.2025 21:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;12.05.2025 18:00;12.05.2025 20:00;2
Prakla №1_ KATCO;use;LEVELLING;Планировка под агрегат;12.05.2025 16:00;12.05.2025 18:00;2
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;12.05.2025 14:00;12.05.2025 16:00;2
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;12.05.2025 13:00;12.05.2025 14:00;1
Prakla №1_ KATCO;standBy;WAITING;Обед;12.05.2025 12:00;12.05.2025 13:00;1
Prakla №1_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;12.05.2025 10:30;12.05.2025 12:00;1,5
Prakla №1_ KATCO;use;LOGGING;Каротаж фазы 1;12.05.2025 9:00;12.05.2025 10:30;1,5
Prakla №1_ KATCO;use;WAITING;ППР;12.05.2025 8:00;12.05.2025 9:00;1
Prakla №1_ KATCO;use;LOGGING;Каротаж фазы 1;12.05.2025 5:00;12.05.2025 8:00;3
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;12.05.2025 1:30;12.05.2025 5:00;3,5
Prakla №1_ KATCO;standBy;WAITING;Обед;12.05.2025 0:30;12.05.2025 1:30;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;11.05.2025 23:30;12.05.2025 0:30;1
Prakla №1_ KATCO;use;DRILLING;Промывка ствола скважины;11.05.2025 23:00;11.05.2025 23:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;11.05.2025 16:00;11.05.2025 23:00;7
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;11.05.2025 13:30;11.05.2025 16:00;2,5
Prakla №1_ KATCO;standBy;WAITING;Обед;11.05.2025 12:30;11.05.2025 13:30;1
Prakla №1_ KATCO;repair;REPAIR;Поломка гидравлической части;11.05.2025 9:00;11.05.2025 12:30;3,5
Prakla №1_ KATCO;use;WAITING;ППР;11.05.2025 8:00;11.05.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;11.05.2025 5:00;11.05.2025 8:00;3
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;11.05.2025 1:30;11.05.2025 5:00;3,5
Prakla №1_ KATCO;standBy;WAITING;Обед;11.05.2025 1:00;11.05.2025 1:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;10.05.2025 21:00;11.05.2025 1:00;4
Prakla №1_ KATCO;use;WAITING;ППР;10.05.2025 20:00;10.05.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;10.05.2025 15:00;10.05.2025 20:00;5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;10.05.2025 13:00;10.05.2025 15:00;2
Prakla №1_ KATCO;standBy;WAITING;Обед;10.05.2025 12:00;10.05.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;10.05.2025 10:30;10.05.2025 12:00;1,5
Prakla №1_ KATCO;use;WAITING;ППР;10.05.2025 9:30;10.05.2025 10:30;1
Prakla №1_ KATCO;standBy;STANDBY;Ожидание людей;10.05.2025 8:00;10.05.2025 9:30;1,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;10.05.2025 4:00;10.05.2025 8:00;4
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;10.05.2025 3:00;10.05.2025 4:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;10.05.2025 1:00;10.05.2025 3:00;2
Prakla №1_ KATCO;standBy;WAITING;Обед;10.05.2025 0:00;10.05.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;09.05.2025 21:00;10.05.2025 0:00;3
Prakla №1_ KATCO;use;WAITING;ППР;09.05.2025 20:00;09.05.2025 21:00;1
Prakla №1_ KATCO;standBy;STANDBY;Ожидание работы;09.05.2025 18:30;09.05.2025 20:00;1,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;09.05.2025 13:00;09.05.2025 18:30;5,5
Prakla №1_ KATCO;standBy;WAITING;Обед;09.05.2025 12:00;09.05.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;09.05.2025 11:00;09.05.2025 12:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;09.05.2025 9:00;09.05.2025 11:00;2
Prakla №1_ KATCO;use;WAITING;ППР;09.05.2025 8:00;09.05.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;09.05.2025 5:30;09.05.2025 8:00;2,5
Prakla №1_ KATCO;use;ASSEMBLY;Завоз раствора;09.05.2025 4:00;09.05.2025 5:30;1,5
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;09.05.2025 3:00;09.05.2025 4:00;1
Prakla №1_ KATCO;use;LEVELLING;Планировка под агрегат;09.05.2025 2:00;09.05.2025 3:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;09.05.2025 1:00;09.05.2025 2:00;1
Prakla №1_ KATCO;standBy;WAITING;Обед;09.05.2025 0:00;09.05.2025 1:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;08.05.2025 22:00;09.05.2025 0:00;2
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;08.05.2025 21:00;08.05.2025 22:00;1
Prakla №1_ KATCO;use;WAITING;ППР;08.05.2025 20:00;08.05.2025 21:00;1
Prakla №1_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;08.05.2025 19:00;08.05.2025 20:00;1
Prakla №1_ KATCO;use;LOGGING;Каротаж фазы 1;08.05.2025 16:30;08.05.2025 19:00;2,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;08.05.2025 13:00;08.05.2025 16:30;3,5
Prakla №1_ KATCO;standBy;WAITING;Обед;08.05.2025 12:00;08.05.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;08.05.2025 11:30;08.05.2025 12:00;0,5
Prakla №1_ KATCO;use;DRILLING;Промывка ствола скважины;08.05.2025 10:30;08.05.2025 11:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;08.05.2025 9:00;08.05.2025 10:30;1,5
Prakla №1_ KATCO;use;WAITING;ППР;08.05.2025 8:00;08.05.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;08.05.2025 0:30;08.05.2025 8:00;7,5
Prakla №1_ KATCO;standBy;WAITING;Обед;07.05.2025 23:30;08.05.2025 0:30;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;07.05.2025 22:00;07.05.2025 23:30;1,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;07.05.2025 20:30;07.05.2025 22:00;1,5
Prakla №1_ KATCO;use;WAITING;ППР;07.05.2025 20:00;07.05.2025 20:30;0,5
Prakla №1_ KATCO;standBy;STANDBY;Ожидание работы;07.05.2025 18:30;07.05.2025 20:00;1,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;07.05.2025 13:00;07.05.2025 18:30;5,5
Prakla №1_ KATCO;use;WAITING;ППР;07.05.2025 12:00;07.05.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;07.05.2025 10:00;07.05.2025 12:00;2
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;07.05.2025 9:00;07.05.2025 10:00;1
Prakla №1_ KATCO;use;WAITING;ППР;07.05.2025 8:00;07.05.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;07.05.2025 1:00;07.05.2025 8:00;7
Prakla №1_ KATCO;standBy;WAITING;Обед;07.05.2025 0:00;07.05.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;06.05.2025 20:30;07.05.2025 0:00;3,5
Prakla №1_ KATCO;use;WAITING;ППР;06.05.2025 20:00;06.05.2025 20:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;06.05.2025 14:30;06.05.2025 20:00;5,5
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;06.05.2025 13:00;06.05.2025 14:30;1,5
Prakla №1_ KATCO;standBy;WAITING;Обед;06.05.2025 12:00;06.05.2025 13:00;1
Prakla №1_ KATCO;use;LEVELLING;Планировка под агрегат;06.05.2025 10:30;06.05.2025 12:00;1,5
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;06.05.2025 9:30;06.05.2025 10:30;1
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;06.05.2025 8:30;06.05.2025 9:30;1
Prakla №1_ KATCO;use;WAITING;ППР;06.05.2025 8:00;06.05.2025 8:30;0,5
Prakla №1_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;06.05.2025 4:30;06.05.2025 8:00;3,5
Prakla №1_ KATCO;use;LOGGING;Каротаж фазы 1;06.05.2025 2:00;06.05.2025 4:30;2,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;06.05.2025 1:00;06.05.2025 2:00;1
Prakla №1_ KATCO;standBy;WAITING;Обед;06.05.2025 0:00;06.05.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;05.05.2025 21:30;06.05.2025 0:00;2,5
Prakla №1_ KATCO;use;DRILLING;Промывка ствола скважины;05.05.2025 20:30;05.05.2025 21:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;05.05.2025 13:00;05.05.2025 20:30;7,5
Prakla №1_ KATCO;standBy;WAITING;Обед;05.05.2025 12:00;05.05.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;05.05.2025 9:30;05.05.2025 12:00;2,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;05.05.2025 8:30;05.05.2025 9:30;1
Prakla №1_ KATCO;use;WAITING;ППР;05.05.2025 8:00;05.05.2025 8:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;05.05.2025 0:30;05.05.2025 8:00;7,5
Prakla №1_ KATCO;standBy;WAITING;Обед;05.05.2025 0:00;05.05.2025 0:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;04.05.2025 20:30;05.05.2025 0:00;3,5
Prakla №1_ KATCO;use;WAITING;ППР;04.05.2025 20:00;04.05.2025 20:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;04.05.2025 17:30;04.05.2025 20:00;2,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;04.05.2025 17:00;04.05.2025 17:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;04.05.2025 14:30;04.05.2025 17:00;2,5
Prakla №1_ KATCO;use;;Дополнительные работы;04.05.2025 13:30;04.05.2025 14:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;04.05.2025 13:00;04.05.2025 13:30;0,5
Prakla №1_ KATCO;standBy;WAITING;Обед;04.05.2025 12:00;04.05.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;04.05.2025 9:00;04.05.2025 12:00;3
Prakla №1_ KATCO;use;WAITING;ППР;04.05.2025 8:00;04.05.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;04.05.2025 1:00;04.05.2025 8:00;7
Prakla №1_ KATCO;standBy;WAITING;Обед;04.05.2025 0:00;04.05.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;03.05.2025 22:00;04.05.2025 0:00;2
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;03.05.2025 21:00;03.05.2025 22:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;03.05.2025 13:30;03.05.2025 21:00;7,5
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;03.05.2025 13:00;03.05.2025 13:30;0,5
Prakla №1_ KATCO;standBy;WAITING;Обед;03.05.2025 12:00;03.05.2025 13:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;03.05.2025 11:00;03.05.2025 12:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;03.05.2025 10:00;03.05.2025 11:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;03.05.2025 8:30;03.05.2025 10:00;1,5
Prakla №1_ KATCO;use;WAITING;ППР;03.05.2025 8:00;03.05.2025 8:30;0,5
Prakla №1_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;03.05.2025 6:00;03.05.2025 8:00;2
Prakla №1_ KATCO;use;LOGGING;Каротаж фазы 1;03.05.2025 3:30;03.05.2025 6:00;2,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;03.05.2025 1:00;03.05.2025 3:30;2,5
Prakla №1_ KATCO;standBy;WAITING;Обед;03.05.2025 0:00;03.05.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;02.05.2025 23:00;03.05.2025 0:00;1
Prakla №1_ KATCO;use;DRILLING;Промывка ствола скважины;02.05.2025 22:00;02.05.2025 23:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;02.05.2025 20:30;02.05.2025 22:00;1,5
Prakla №1_ KATCO;use;WAITING;ППР;02.05.2025 20:00;02.05.2025 20:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;02.05.2025 14:30;02.05.2025 20:00;5,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;02.05.2025 13:30;02.05.2025 14:30;1
Prakla №1_ KATCO;standBy;WAITING;Обед;02.05.2025 13:00;02.05.2025 13:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;02.05.2025 8:30;02.05.2025 13:00;4,5
Prakla №1_ KATCO;use;WAITING;ППР;02.05.2025 8:00;02.05.2025 8:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;01.05.2025 21:00;02.05.2025 8:00;11
Prakla №1_ KATCO;use;WAITING;ППР;01.05.2025 20:00;01.05.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;01.05.2025 17:00;01.05.2025 20:00;3
Prakla №1_ KATCO;use;;Дополнительные работы;01.05.2025 16:30;01.05.2025 17:00;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;01.05.2025 13:00;01.05.2025 16:30;3,5
Prakla №1_ KATCO;standBy;WAITING;Обед;01.05.2025 12:00;01.05.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;01.05.2025 10:00;01.05.2025 12:00;2
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;01.05.2025 8:30;01.05.2025 10:00;1,5
Prakla №1_ KATCO;use;WAITING;ППР;01.05.2025 8:00;01.05.2025 8:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;01.05.2025 1:30;01.05.2025 8:00;6,5
Prakla №1_ KATCO;repair;REPAIR;Ремонт вращателя;01.05.2025 1:00;01.05.2025 1:30;0,5
Prakla №1_ KATCO;standBy;WAITING;Обед;01.05.2025 0:00;01.05.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;30.04.2025 22:30;01.05.2025 0:00;1,5
Prakla №1_ KATCO;repair;REPAIR;Ремонт вращателя;30.04.2025 21:30;30.04.2025 22:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;30.04.2025 21:00;30.04.2025 21:30;0,5
Prakla №1_ KATCO;use;WAITING;ППР;30.04.2025 20:00;30.04.2025 21:00;1
Prakla №1_ KATCO;repair;REPAIR;Сварочные работы;30.04.2025 18:30;30.04.2025 20:00;1,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;30.04.2025 15:00;30.04.2025 18:30;3,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;30.04.2025 13:30;30.04.2025 15:00;1,5
